ID_cliente,Nombre,Apellido,Edad,Provincia,Ocupacion,Saldo_cuenta,Limite_credito,Tiene_tarjeta,Producto_principal,Fecha_alta,Nivel_satisfaccion
1496,Diego,López,78,Santa Fe,Desempleado,159107.55,152809.76,False,Tarjeta de crédito,2018-02-01,7.0
1497,Marta,Díaz,64,Santa Fe,Empleado,118988.04,194493.65,False,Cuenta corriente,2021-04-13,2.0
1498,Luis,Romero,22,Buenos Aires,Jubilado,111609.04,,False,Préstamo personal,2017-03-22,6.0
1499,María,García,64,Neuquén,Jubilado,120047.0,,False,Cuenta corriente,2017-08-10,
1500,Carlos,Gómez,69,Córdoba,Jubilado,141871.09,,False,Caja de ahorro,2017-03-25,7.0
1501,Sofía,Pérez,40,Santa Fe,,129353.42,156710.93,False,Plazo fijo,2019-03-29,7.0
1502,Lucía,García,47,Chubut,Empresario,39170.81,126064.48,True,Tarjeta de crédito,2015-05-24,4.0
1503,Lucía,Pérez,42,Mendoza,Desempleado,191249.99,161616.06,True,Caja de ahorro,2022-08-09,4.0
1504,Lucía,Fernández,45,Mendoza,Jubilado,102555.4,97621.5,True,Cuenta corriente,2017-05-12,10.0
1505,María,Martínez,51,Salta,Jubilado,125917.08,183353.91,False,Plazo fijo,2018-05-01,5.0
1506,Lucía,Martínez,62,Tucumán,Estudiante,135549.45,178164.75,False,Préstamo personal,2021-11-17,2.0
1507,Juan,García,73,Neuquén,Desempleado,,154814.34,False,Caja de ahorro,2019-12-13,9.0
1508,Sofía,García,65,Tucumán,Empleado,152605.34,73269.08,True,Plazo fijo,2016-01-10,10.0
1509,Juan,García,64,Tucumán,Desempleado,,196176.19,True,Cuenta corriente,2016-11-07,4.0
1510,Marta,Pérez,42,Mendoza,Desempleado,103373.32,167483.71,True,Cuenta corriente,2022-07-02,9.0
1511,Sofía,Fernández,27,Chubut,Desempleado,,149081.67,False,Caja de ahorro,2022-04-30,3.0
1512,Juan,Rodríguez,31,Chubut,Jubilado,155003.05,142773.34,False,Caja de ahorro,2018-07-13,
1513,Sofía,García,59,Salta,Jubilado,44368.92,128531.23,False,Caja de ahorro,2016-07-09,1.0
1514,Marta,Romero,74,Tucumán,Empresario,,136221.17,True,Tarjeta de crédito,2017-05-12,7.0
1515,Ana,Gómez,63,Tucumán,Empleado,55683.87,180768.67,False,Préstamo personal,2020-10-22,4.0
1516,María,Gómez,75,Buenos Aires,Estudiante,192560.68,129330.96,True,Plazo fijo,2021-10-21,7.0
1517,María,Pérez,47,Buenos Aires,Desempleado,118365.71,139027.91,True,Cuenta corriente,2017-05-30,10.0
1518,Lucía,García,72,Buenos Aires,Empleado,79198.62,144896.27,True,Cuenta corriente,2021-03-23,6.0
1519,Pedro,Díaz,58,Córdoba,,121435.83,145992.11,True,Préstamo personal,2020-01-17,4.0
1520,Lucía,López,42,Tucumán,Empresario,100460.08,125287.52,True,Caja de ahorro,2021-06-13,4.0
1521,Diego,Rodríguez,31,Chubut,Estudiante,91990.65,,True,Caja de ahorro,2017-08-23,8.0
1522,Juan,Romero,52,Chubut,Desempleado,9538.74,163732.56,True,Cuenta corriente,2021-07-23,7.0
1523,Sofía,Fernández,69,Córdoba,Estudiante,48790.35,113807.82,False,Préstamo personal,2016-04-20,4.0
1524,Pedro,Díaz,65,Chubut,,92977.35,143377.18,True,Cuenta corriente,2018-08-31,6.0
1525,Marta,Martínez,51,Salta,Jubilado,15582.29,,False,Caja de ahorro,2016-06-08,6.0
1526,Diego,Díaz,27,Neuquén,Empleado,70641.19,147474.23,True,Plazo fijo,2018-12-19,1.0
1527,Marta,Pérez,52,Mendoza,Desempleado,75006.26,112783.08,True,Caja de ahorro,2022-01-15,2.0
1528,María,Rodríguez,28,Tucumán,Jubilado,61027.87,108103.53,True,Plazo fijo,2016-07-15,4.0
1529,María,Sánchez,28,Chubut,Empresario,,99392.2,False,Tarjeta de crédito,2016-07-22,6.0
1530,Lucía,Sánchez,38,Mendoza,Estudiante,55991.53,215084.66,True,Préstamo personal,2018-04-20,
1531,Juan,García,38,Chubut,Empleado,104420.44,190320.9,True,Tarjeta de crédito,2015-04-16,1.0
1532,Pedro,García,39,Neuquén,Desempleado,82341.8,98415.0,False,Caja de ahorro,2021-02-16,8.0
1533,Luis,Pérez,62,Buenos Aires,Jubilado,94060.14,158548.25,False,Préstamo personal,2018-03-06,2.0
1534,Diego,Fernández,24,Tucumán,Jubilado,180320.04,198993.44,False,Caja de ahorro,2016-11-30,5.0
1535,Diego,García,72,Santa Fe,Empleado,108984.32,148381.28,False,Préstamo personal,2018-02-17,4.0
1536,Lucía,López,34,Córdoba,Estudiante,118651.64,130335.44,True,Préstamo personal,2022-11-18,5.0
1537,María,Rodríguez,79,Córdoba,Empresario,61729.15,239635.99,True,Caja de ahorro,2015-03-13,5.0
1538,Lucía,Pérez,19,Tucumán,Estudiante,131307.48,73786.21,False,Caja de ahorro,2017-01-24,10.0
1539,Sofía,Gómez,29,Neuquén,Estudiante,129198.5,255303.23,True,Préstamo personal,2021-11-09,8.0
1540,Pedro,Martínez,74,Buenos Aires,,124380.43,152399.97,False,Préstamo personal,2017-06-23,10.0
1541,Juan,Pérez,59,Córdoba,Empleado,39541.16,201617.21,False,Caja de ahorro,2021-12-01,7.0
1542,Ana,Pérez,35,Buenos Aires,Empleado,70737.64,101975.47,False,Caja de ahorro,2015-02-21,9.0
1543,Carlos,Sánchez,71,Salta,Empresario,171679.0,120976.63,True,Cuenta corriente,2017-09-30,1.0
1544,Carlos,Romero,76,Mendoza,Estudiante,65612.78,106801.73,False,Cuenta corriente,2022-03-06,6.0
1545,Lucía,Fernández,28,Neuquén,Empleado,178499.4,145958.75,True,Cuenta corriente,2018-07-11,6.0
1546,Sofía,Romero,33,Santa Fe,Empresario,72680.17,162309.05,True,Tarjeta de crédito,2018-06-16,2.0
1547,Pedro,López,66,Mendoza,Empresario,107410.81,192672.08,True,Préstamo personal,2023-01-19,8.0
1548,Luis,Gómez,68,Mendoza,Estudiante,90641.54,81541.78,False,Plazo fijo,2021-04-21,
1549,Carlos,Sánchez,35,Salta,Desempleado,57759.74,156275.36,True,Tarjeta de crédito,2016-11-15,10.0
1550,Pedro,Gómez,52,Córdoba,Estudiante,58479.55,,False,Préstamo personal,2019-11-08,9.0
1551,Juan,López,70,Santa Fe,Desempleado,64787.85,193287.44,True,Plazo fijo,2019-06-19,10.0
1552,Marta,Romero,76,Córdoba,Empresario,107403.21,132379.23,True,Cuenta corriente,2020-10-05,5.0
1553,Sofía,Pérez,43,Tucumán,Empleado,144520.88,132876.95,True,Plazo fijo,2017-08-07,7.0
1554,María,García,33,Mendoza,Jubilado,104157.83,146319.02,False,Caja de ahorro,2022-04-07,6.0
1555,Pedro,García,23,Tucumán,Empresario,98331.09,157442.11,False,Caja de ahorro,2019-08-01,5.0
1556,Juan,Díaz,74,Buenos Aires,Empleado,160518.9,202103.91,False,Préstamo personal,2021-08-13,6.0
1557,Luis,Martínez,61,Mendoza,Empresario,102066.91,101596.17,False,Tarjeta de crédito,2021-03-29,4.0
1558,Ana,Fernández,60,Córdoba,Estudiante,72856.82,118549.85,True,Cuenta corriente,2018-11-26,3.0
1559,María,López,64,Mendoza,Desempleado,50112.95,96743.55,True,Préstamo personal,2023-02-03,
1560,Ana,Martínez,64,Buenos Aires,Empresario,163522.36,167110.16,False,Cuenta corriente,2019-05-04,1.0
1561,Luis,Fernández,65,Salta,Empleado,83530.12,194054.73,False,Caja de ahorro,2017-11-12,6.0
1562,Juan,Martínez,59,Tucumán,Estudiante,71071.31,93161.33,False,Tarjeta de crédito,2022-03-06,9.0
1563,Carlos,Romero,29,Chubut,,66747.84,153548.13,False,Tarjeta de crédito,2018-07-14,8.0
1564,Ana,Fernández,77,Tucumán,Estudiante,160709.53,,True,Caja de ahorro,2022-11-28,
1565,María,Romero,30,Córdoba,Desempleado,71351.3,181381.87,False,Plazo fijo,2020-12-05,9.0
1566,Lucía,Pérez,21,Mendoza,Estudiante,149523.14,180910.15,False,Tarjeta de crédito,2019-06-12,
1567,Diego,Sánchez,56,Córdoba,Jubilado,88479.6,102404.98,True,Plazo fijo,2018-03-22,9.0
1568,Pedro,Romero,71,Salta,Empleado,39580.98,180777.38,False,Cuenta corriente,2021-05-04,4.0
1569,Carlos,García,19,Mendoza,Empresario,83375.42,,True,Tarjeta de crédito,2020-11-30,9.0
1570,Ana,Martínez,43,Chubut,Desempleado,98360.34,192806.47,False,Caja de ahorro,2021-01-22,2.0
1571,Marta,Díaz,76,Mendoza,Jubilado,94241.46,167966.66,True,Plazo fijo,2022-06-08,1.0
1572,Pedro,Rodríguez,44,Chubut,Desempleado,93000.81,117379.97,False,Cuenta corriente,2017-10-28,9.0
1573,Lucía,Fernández,44,Córdoba,Estudiante,83902.75,161152.48,False,Cuenta corriente,2022-07-24,10.0
1574,Luis,López,32,Córdoba,Desempleado,60749.5,182740.64,False,Tarjeta de crédito,2016-03-06,8.0
1575,Diego,Díaz,25,Buenos Aires,Jubilado,100536.88,129745.44,False,Tarjeta de crédito,2018-08-08,7.0
1576,Juan,García,24,Neuquén,Empresario,,155152.08,False,Préstamo personal,2017-06-11,8.0
1577,Lucía,Romero,64,Neuquén,Empresario,26870.21,96535.62,True,Préstamo personal,2017-12-09,1.0
1578,Lucía,Sánchez,72,Salta,Desempleado,164953.11,171961.28,False,Tarjeta de crédito,2015-04-17,9.0
1579,Luis,Pérez,63,Neuquén,Empleado,-84831.1,147749.45,True,Préstamo personal,2017-01-14,10.0
1580,Sofía,Rodríguez,57,Buenos Aires,Desempleado,103762.43,186563.46,True,Caja de ahorro,2022-07-10,9.0
1581,Luis,Gómez,77,Tucumán,Estudiante,123304.35,,True,Caja de ahorro,2019-01-19,9.0
1582,Sofía,Díaz,29,Chubut,Empresario,69832.36,,True,Préstamo personal,2021-06-28,6.0
1583,Sofía,Sánchez,30,Mendoza,Empresario,-6291.74,116145.24,False,Tarjeta de crédito,2021-06-14,4.0
1584,Carlos,Gómez,79,Córdoba,,95163.79,106943.99,False,Caja de ahorro,2022-12-07,2.0
1585,Carlos,Rodríguez,60,Mendoza,Empleado,,129703.12,False,Cuenta corriente,2016-09-13,4.0
1586,María,López,34,Mendoza,Empleado,42564.06,,False,Tarjeta de crédito,2017-09-21,
1587,Ana,López,78,Santa Fe,Jubilado,58493.33,79749.31,True,Plazo fijo,2015-05-25,
1588,Ana,Martínez,34,Tucumán,Desempleado,148135.6,108571.01,True,Plazo fijo,2022-08-19,9.0
1589,Juan,Rodríguez,73,Santa Fe,Desempleado,105884.09,184359.98,True,Tarjeta de crédito,2017-03-31,3.0
1590,Ana,Rodríguez,53,Neuquén,Estudiante,24566.15,203158.09,False,Préstamo personal,2016-02-16,4.0
1591,Carlos,Gómez,38,Mendoza,Empresario,122491.5,110673.65,False,Caja de ahorro,2015-04-24,5.0
1592,María,Sánchez,25,Chubut,Empleado,53474.06,108127.64,False,Caja de ahorro,2022-03-07,3.0
1593,María,Fernández,22,Córdoba,,61261.88,206286.41,False,Tarjeta de crédito,2021-09-12,4.0
1594,Sofía,Gómez,43,Chubut,Estudiante,109882.87,145056.22,True,Cuenta corriente,2015-05-04,5.0
1595,Luis,Pérez,33,Mendoza,Empleado,105224.5,114218.3,False,Préstamo personal,2015-03-27,1.0
1596,Juan,López,53,Tucumán,Desempleado,79869.67,191784.72,False,Cuenta corriente,2015-02-16,9.0
1597,Sofía,López,45,Chubut,Empresario,74789.53,170139.23,True,Tarjeta de crédito,2020-03-14,
1598,Luis,Martínez,71,Santa Fe,Desempleado,87460.05,179466.16,True,Tarjeta de crédito,2023-03-11,10.0
1599,Ana,Pérez,46,Córdoba,Estudiante,60970.33,116302.42,False,Cuenta corriente,2019-04-22,4.0
1600,Sofía,López,64,Mendoza,Empresario,,,False,Plazo fijo,2019-10-05,9.0
1601,Pedro,Gómez,29,Salta,Jubilado,21540.32,199851.45,True,Tarjeta de crédito,2020-06-28,4.0
1602,Ana,Pérez,54,Tucumán,,87956.07,,False,Préstamo personal,2017-03-14,1.0
1603,Luis,Gómez,47,Tucumán,Desempleado,,186794.8,True,Cuenta corriente,2021-09-02,5.0
1604,Juan,Fernández,40,Salta,Desempleado,146800.09,206125.7,True,Plazo fijo,2022-03-08,9.0
1605,Luis,Fernández,33,Chubut,,87884.48,167106.79,False,Cuenta corriente,2020-06-12,3.0
1606,Sofía,López,31,Mendoza,Empleado,47166.57,127395.16,True,Plazo fijo,2022-05-03,5.0
1607,Sofía,López,27,Tucumán,Estudiante,134252.38,185084.45,False,Plazo fijo,2022-07-24,3.0
1608,Lucía,Sánchez,24,Córdoba,Empresario,,,False,Préstamo personal,2017-12-05,3.0
1609,Juan,Fernández,62,Mendoza,Desempleado,114044.2,141107.22,False,Tarjeta de crédito,2018-04-06,1.0
1610,Marta,Díaz,69,Mendoza,Desempleado,157564.46,173523.17,False,Plazo fijo,2022-04-23,2.0
1611,Ana,Díaz,77,Santa Fe,Empleado,108977.18,21304.84,True,Tarjeta de crédito,2015-02-15,2.0
1612,María,Martínez,78,Tucumán,Empresario,,160098.53,False,Préstamo personal,2022-08-03,9.0
1613,Juan,Fernández,54,Tucumán,Estudiante,37890.9,161985.04,False,Tarjeta de crédito,2016-06-23,7.0
1614,María,Gómez,46,Salta,Jubilado,154125.73,,True,Caja de ahorro,2015-03-28,8.0
1615,Juan,Gómez,20,Santa Fe,Empleado,146371.09,163034.42,False,Plazo fijo,2022-10-21,
1616,Juan,García,32,Chubut,Estudiante,67731.91,157597.94,False,Préstamo personal,2018-11-09,9.0
1617,Luis,Pérez,53,Neuquén,Jubilado,69068.12,151358.87,False,Cuenta corriente,2015-09-22,3.0
1618,Juan,Romero,64,Chubut,Desempleado,,197577.35,False,Préstamo personal,2016-12-03,10.0
1619,Lucía,Díaz,63,Chubut,Desempleado,126580.66,185156.37,True,Plazo fijo,2019-01-13,2.0
1620,Marta,López,69,Santa Fe,Empresario,10670.78,175599.31,True,Préstamo personal,2021-03-29,1.0
1621,Sofía,Martínez,36,Tucumán,Jubilado,90214.88,109031.14,False,Cuenta corriente,2015-07-05,9.0
1622,Diego,Romero,30,Mendoza,Desempleado,88372.18,149306.35,True,Caja de ahorro,2015-11-22,8.0
1623,María,Rodríguez,59,Santa Fe,Desempleado,112381.72,197377.39,True,Plazo fijo,2018-04-21,4.0
1624,Sofía,Martínez,38,Salta,Empresario,100302.3,141413.53,True,Plazo fijo,2016-02-01,7.0
1625,Diego,Rodríguez,54,Santa Fe,Estudiante,74364.44,212170.48,True,Préstamo personal,2019-02-13,
1626,Marta,Fernández,44,Salta,Desempleado,108917.98,176767.74,False,Tarjeta de crédito,2018-11-27,3.0
1627,Marta,Rodríguez,72,Chubut,Empleado,,218382.42,True,Tarjeta de crédito,2018-12-11,
1628,María,Rodríguez,69,Neuquén,Empleado,270709.35,107306.71,False,Cuenta corriente,2017-12-24,2.0
1629,María,Sánchez,46,Santa Fe,,106136.4,143813.7,False,Caja de ahorro,2017-08-13,10.0
1630,Marta,Sánchez,37,Salta,Jubilado,99265.03,147594.76,True,Caja de ahorro,2016-07-08,4.0
1631,Diego,Sánchez,42,Santa Fe,Empresario,192140.38,174246.93,False,Préstamo personal,2022-08-12,10.0
1632,Juan,Fernández,23,Neuquén,,31782.83,120456.1,True,Préstamo personal,2017-11-06,3.0
1633,Ana,Romero,53,Chubut,Empleado,94501.36,85695.72,False,Tarjeta de crédito,2022-10-15,8.0
1634,Pedro,Martínez,19,Santa Fe,,52519.85,165127.91,False,Caja de ahorro,2021-09-04,2.0
1635,Sofía,Martínez,39,Córdoba,Jubilado,131750.5,135341.07,True,Caja de ahorro,2015-02-13,9.0
1636,Luis,López,49,Salta,,75282.53,131172.12,False,Caja de ahorro,2017-06-19,3.0
1637,Sofía,Sánchez,33,Neuquén,Estudiante,129004.69,122287.64,True,Cuenta corriente,2019-09-20,4.0
1638,Luis,Fernández,35,Salta,Empleado,125402.55,154955.55,False,Cuenta corriente,2016-04-26,10.0
1639,Diego,López,22,Salta,Empresario,,106925.7,False,Préstamo personal,2020-07-29,10.0
1640,Luis,Pérez,71,Buenos Aires,Empleado,126225.94,142232.17,True,Tarjeta de crédito,2018-07-10,
1641,María,López,53,Neuquén,Jubilado,88798.03,116851.48,True,Plazo fijo,2018-04-12,3.0
1642,Ana,Romero,47,Santa Fe,Empleado,30117.36,125632.9,True,Tarjeta de crédito,2019-01-04,8.0
1643,Ana,Díaz,62,Salta,Empresario,150454.25,164152.41,False,Cuenta corriente,2016-07-19,8.0
1644,María,Rodríguez,36,Tucumán,Desempleado,170451.37,,True,Cuenta corriente,2021-03-17,6.0
1645,Lucía,Sánchez,40,Buenos Aires,Empleado,53106.58,137755.8,True,Préstamo personal,2017-02-10,
1646,Diego,Díaz,51,Córdoba,Estudiante,136793.87,188713.22,True,Plazo fijo,2018-05-03,1.0
1647,Lucía,López,30,Salta,Desempleado,41481.86,111091.46,True,Caja de ahorro,2021-09-22,4.0
1648,Lucía,Fernández,60,Chubut,Estudiante,110171.61,89204.06,False,Plazo fijo,2016-04-15,8.0
1649,Sofía,Rodríguez,79,Salta,Estudiante,120471.02,96546.99,False,Plazo fijo,2018-10-02,6.0
1650,Marta,Martínez,71,Buenos Aires,Estudiante,78689.01,106983.73,False,Plazo fijo,2021-01-22,2.0
1651,Sofía,Gómez,46,Santa Fe,Empleado,104753.57,,False,Préstamo personal,2016-11-02,3.0
1652,Marta,Rodríguez,53,Tucumán,Jubilado,142410.16,230846.16,False,Cuenta corriente,2018-03-20,7.0
1653,Pedro,Romero,39,Chubut,Desempleado,94529.17,87991.17,False,Caja de ahorro,2015-04-21,4.0
1654,Luis,Romero,69,Córdoba,Empresario,66243.12,,True,Plazo fijo,2022-02-09,4.0
1655,Marta,López,69,Chubut,Jubilado,,148994.85,False,Caja de ahorro,2017-10-23,5.0
1656,María,Pérez,64,Salta,Empleado,80461.78,158984.02,True,Plazo fijo,2015-12-10,8.0
1657,Sofía,Romero,53,Santa Fe,Estudiante,41263.92,113770.81,True,Cuenta corriente,2019-01-12,7.0
1658,Diego,Romero,26,Neuquén,Empresario,81130.8,163018.11,True,Caja de ahorro,2021-07-07,9.0
1659,Luis,Fernández,56,Tucumán,Desempleado,76737.88,113443.26,True,Tarjeta de crédito,2021-04-30,5.0
1660,Pedro,López,68,Neuquén,Jubilado,140205.25,186910.65,False,Cuenta corriente,2020-10-31,1.0
1661,Marta,Rodríguez,36,Tucumán,Jubilado,,190220.54,False,Caja de ahorro,2017-02-15,4.0
1662,Pedro,Pérez,55,Córdoba,Empresario,227362.98,144605.52,False,Plazo fijo,2023-02-19,6.0
1663,Diego,Díaz,23,Mendoza,Empleado,-679.46,147225.44,True,Plazo fijo,2021-07-09,6.0
1664,Lucía,Gómez,69,Tucumán,Desempleado,,167308.96,False,Cuenta corriente,2018-11-04,9.0
1665,Ana,Sánchez,64,Mendoza,Empresario,,165264.38,False,Cuenta corriente,2016-10-19,10.0
1666,Diego,Martínez,32,Neuquén,Estudiante,52197.97,190965.85,False,Plazo fijo,2020-01-08,5.0
1667,Carlos,Romero,74,Tucumán,Desempleado,98511.53,189833.84,False,Caja de ahorro,2020-01-07,5.0
1668,Diego,López,37,Córdoba,Jubilado,94769.15,148846.36,False,Tarjeta de crédito,2016-03-29,6.0
1669,Pedro,Sánchez,26,Buenos Aires,Empresario,153890.64,130911.02,False,Préstamo personal,2022-06-13,6.0
1670,María,Martínez,49,Córdoba,Jubilado,104562.92,,True,Cuenta corriente,2017-01-10,
1671,Sofía,Martínez,21,Córdoba,Jubilado,65359.92,143748.57,True,Plazo fijo,2019-11-05,6.0
1672,María,Díaz,67,Buenos Aires,,116710.53,154549.76,False,Caja de ahorro,2021-07-08,
1673,Pedro,Díaz,35,Buenos Aires,Empleado,88517.42,171212.65,True,Cuenta corriente,2021-06-15,6.0
1674,Sofía,Díaz,22,Santa Fe,Jubilado,43726.07,189022.28,True,Caja de ahorro,2022-08-06,5.0
1675,Carlos,García,37,Tucumán,Estudiante,87572.73,160433.93,False,Cuenta corriente,2018-12-14,
1676,Ana,García,40,Neuquén,Estudiante,111547.1,126512.08,True,Plazo fijo,2019-10-15,1.0
1677,Luis,Martínez,79,Santa Fe,Desempleado,103614.12,221880.41,False,Caja de ahorro,2021-07-29,5.0
1678,Pedro,Díaz,28,Buenos Aires,Jubilado,116515.65,211213.67,True,Plazo fijo,2017-04-03,6.0
1679,Marta,Fernández,54,Mendoza,Jubilado,73675.74,109279.87,False,Caja de ahorro,2015-05-25,6.0
1680,Pedro,Romero,39,Neuquén,Empresario,115880.6,113529.14,True,Cuenta corriente,2020-06-29,6.0
1681,Pedro,Sánchez,75,Mendoza,Empleado,106005.79,118559.46,True,Préstamo personal,2017-12-03,3.0
1682,Sofía,Sánchez,21,Córdoba,Desempleado,106411.47,183942.04,True,Préstamo personal,2019-11-22,4.0
1683,Juan,García,46,Salta,Jubilado,,223405.73,True,Tarjeta de crédito,2018-11-10,3.0
1684,Diego,Martínez,61,Córdoba,Empresario,208804.66,129749.07,False,Tarjeta de crédito,2019-10-29,2.0
1685,Juan,López,51,Córdoba,Empleado,,156770.73,True,Plazo fijo,2017-06-28,8.0
1686,Carlos,Rodríguez,30,Salta,Desempleado,114769.59,119895.77,False,Caja de ahorro,2017-01-30,7.0
1687,Marta,Rodríguez,59,Tucumán,Desempleado,,218007.71,False,Tarjeta de crédito,2021-12-17,8.0
1688,Ana,García,26,Buenos Aires,,85383.38,,True,Cuenta corriente,2019-02-25,6.0
1689,Lucía,López,59,Mendoza,Desempleado,180789.41,117014.58,True,Préstamo personal,2022-05-13,7.0
1690,Carlos,García,48,Córdoba,Empresario,71853.13,65906.36,False,Caja de ahorro,2016-06-14,1.0
1691,Lucía,Rodríguez,24,Salta,,91713.52,,True,Préstamo personal,2018-09-21,
1692,Lucía,López,21,Santa Fe,Estudiante,88929.83,127100.61,False,Caja de ahorro,2020-07-20,5.0
1693,Ana,Díaz,36,Córdoba,Empresario,118394.36,183709.29,True,Tarjeta de crédito,2022-01-04,4.0
1694,María,Martínez,59,Mendoza,Empleado,78167.68,161747.61,False,Tarjeta de crédito,2020-12-17,10.0
1695,Juan,Sánchez,47,Buenos Aires,Empleado,108842.9,76628.16,True,Plazo fijo,2017-10-04,3.0
1696,Pedro,Fernández,48,Córdoba,Jubilado,79284.16,117728.93,True,Caja de ahorro,2019-03-18,
1697,Luis,Pérez,52,Córdoba,,165725.53,135834.21,False,Cuenta corriente,2018-06-27,9.0
1698,Lucía,Martínez,74,Tucumán,Estudiante,65686.12,122968.4,False,Tarjeta de crédito,2022-08-13,
1699,Marta,Díaz,38,Chubut,Empleado,148882.24,,False,Plazo fijo,2017-08-04,
1700,Carlos,Rodríguez,78,Salta,Empleado,70743.21,166055.26,True,Tarjeta de crédito,2018-03-07,2.0
1701,María,Díaz,48,Santa Fe,Empleado,57312.68,221574.4,True,Préstamo personal,2018-07-22,6.0
1702,Lucía,García,36,Santa Fe,Empleado,64960.36,,True,Tarjeta de crédito,2017-09-28,3.0
1703,María,López,48,Neuquén,,14428.21,209644.04,True,Caja de ahorro,2021-11-16,3.0
1704,María,Sánchez,70,Buenos Aires,Empresario,121929.92,130927.33,False,Plazo fijo,2020-12-28,5.0
1705,Lucía,Romero,49,Neuquén,Empresario,41801.19,196608.54,False,Caja de ahorro,2020-05-21,7.0
1706,Sofía,García,19,Mendoza,Estudiante,,134752.08,True,Cuenta corriente,2017-05-31,7.0
1707,Diego,Martínez,76,Buenos Aires,Desempleado,138081.08,,True,Cuenta corriente,2020-01-22,
1708,Marta,García,69,Córdoba,Empleado,136467.63,111628.93,True,Tarjeta de crédito,2021-11-08,1.0
1709,Pedro,Martínez,27,Chubut,Empleado,28417.05,44321.79,False,Plazo fijo,2020-05-29,7.0
1710,Pedro,Romero,19,Córdoba,Jubilado,115527.18,184163.3,False,Plazo fijo,2021-10-17,7.0
1711,Marta,Gómez,19,Santa Fe,Jubilado,157024.7,98392.2,True,Plazo fijo,2019-06-19,6.0
1712,Sofía,Sánchez,77,Mendoza,Estudiante,68157.85,206325.81,False,Plazo fijo,2015-06-22,6.0
1713,Pedro,Fernández,41,Salta,Empleado,125678.67,143031.18,True,Tarjeta de crédito,2016-04-17,2.0
1714,María,Fernández,34,Mendoza,Estudiante,42836.02,87805.41,True,Caja de ahorro,2018-12-17,
1715,Ana,Pérez,49,Córdoba,Desempleado,,105290.79,False,Tarjeta de crédito,2023-02-12,3.0
1716,Carlos,Díaz,33,Salta,Empresario,106563.57,157625.4,False,Caja de ahorro,2021-10-22,3.0
1717,Juan,Gómez,33,Mendoza,Empleado,133057.35,74801.7,False,Préstamo personal,2016-05-12,2.0
1718,Pedro,Fernández,63,Chubut,Desempleado,129957.3,173597.8,False,Préstamo personal,2021-01-25,9.0
1719,Marta,García,56,Chubut,Empleado,32325.82,89346.71,True,Caja de ahorro,2017-09-15,6.0
1720,Ana,Díaz,70,Mendoza,Jubilado,106827.66,120440.95,False,Tarjeta de crédito,2019-05-25,
1721,Lucía,Gómez,48,Salta,Estudiante,172645.68,157948.81,False,Cuenta corriente,2022-02-21,3.0
1722,Diego,López,60,Córdoba,,,168704.43,False,Tarjeta de crédito,2021-10-11,10.0
1723,Marta,López,41,Mendoza,Empresario,148346.31,181908.79,False,Cuenta corriente,2016-02-23,6.0
1724,María,Díaz,18,Salta,Jubilado,,97738.16,True,Tarjeta de crédito,2018-10-02,4.0
1725,Diego,Martínez,28,Tucumán,Empleado,25768.22,137661.89,True,Plazo fijo,2021-11-07,7.0
1726,Carlos,Martínez,72,Chubut,Jubilado,66465.05,193719.98,False,Plazo fijo,2016-12-14,6.0
1727,Carlos,García,38,Tucumán,Empleado,125887.17,137671.52,False,Préstamo personal,2021-02-27,6.0
1728,Sofía,Gómez,21,Córdoba,Empresario,55693.74,161770.98,True,Préstamo personal,2015-06-28,3.0
1729,Luis,Gómez,24,Salta,Jubilado,168228.96,,True,Caja de ahorro,2020-10-05,8.0
1730,Sofía,Díaz,43,Tucumán,Estudiante,152944.81,202049.49,False,Cuenta corriente,2020-04-13,9.0
1731,Ana,Rodríguez,64,Salta,Estudiante,30751.84,131363.63,True,Plazo fijo,2017-08-03,6.0
1732,Diego,López,67,Mendoza,Estudiante,62847.1,94402.04,True,Tarjeta de crédito,2020-07-11,2.0
1733,Luis,Gómez,29,Córdoba,Jubilado,138491.84,111285.12,True,Caja de ahorro,2021-12-23,1.0
1734,Lucía,Díaz,48,Tucumán,Jubilado,136532.97,,True,Tarjeta de crédito,2017-01-08,3.0
1735,María,Romero,34,Neuquén,Jubilado,210922.0,87218.37,False,Plazo fijo,2020-05-10,3.0
1736,Diego,Pérez,50,Mendoza,Empleado,56005.89,,True,Plazo fijo,2015-04-22,8.0
1737,Sofía,Romero,28,Chubut,Empresario,172960.89,153016.66,True,Plazo fijo,2016-12-15,5.0
1738,Juan,Sánchez,45,Neuquén,Estudiante,54304.3,119336.32,False,Plazo fijo,2018-11-02,1.0
1739,Luis,García,49,Neuquén,Empleado,125016.05,,False,Tarjeta de crédito,2023-01-03,4.0
1740,Luis,Gómez,18,Buenos Aires,Estudiante,144617.12,178976.47,False,Caja de ahorro,2020-04-22,7.0
1741,María,Sánchez,64,Buenos Aires,Empleado,-49695.0,168196.34,True,Plazo fijo,2018-10-13,5.0
1742,Pedro,Fernández,45,Córdoba,Jubilado,145560.31,88099.8,False,Préstamo personal,2017-03-23,10.0
1743,Carlos,Sánchez,70,Tucumán,Estudiante,169228.48,153167.29,True,Caja de ahorro,2018-04-23,6.0
1744,Carlos,Díaz,59,Tucumán,Jubilado,154794.09,156297.69,False,Préstamo personal,2015-02-06,
